bill_id,customer_id,bill_date,base_fee,overuse_charges,total_amount,paid,days_to_pay
BIL00401,CUS0154,2023-04-28,499,47.51,546.51,1,23.0
BIL00402,CUS0404,2023-07-31,799,97.11,896.11,1,1.0
BIL00403,CUS0234,2023-08-26,0,39.03,39.03,1,6.0
BIL00404,CUS0146,2023-10-21,499,54.62,553.62,1,18.0
BIL00405,CUS0278,2023-11-23,199,46.93,245.93,1,6.0
BIL00406,CUS0104,2023-08-18,499,0.05,499.05,1,3.0
BIL00407,CUS0014,2023-06-04,199,37.35,236.35,1,7.0
BIL00408,CUS0147,2023-08-31,0,29.01,29.01,1,24.0
BIL00409,CUS0288,2023-03-13,799,26.85,825.85,1,8.0
BIL00410,CUS0041,2023-09-30,199,10.29,209.29,0,
BIL00411,CUS0143,2023-06-20,499,64.82,563.82,1,20.0
BIL00412,CUS0497,2023-05-10,199,25.79,224.79,1,14.0
BIL00413,CUS0313,2023-06-24,499,0.4,499.4,1,25.0
BIL00414,CUS0478,2023-10-02,499,126.19,625.19,1,19.0
BIL00415,CUS0422,2023-01-10,50,64.86,114.86,1,7.0
BIL00416,CUS0217,2023-02-17,0,30.12,30.12,1,1.0
BIL00417,CUS0241,2023-08-09,799,65.29,864.29,1,17.0
BIL00418,CUS0211,2023-08-31,799,33.73,832.73,1,10.0
BIL00419,CUS0490,2023-04-30,499,45.25,544.25,1,27.0
BIL00420,CUS0478,2023-12-16,499,35.52,534.52,1,3.0
BIL00421,CUS0319,2023-01-03,0,50.67,50.67,0,
BIL00422,CUS0262,2023-05-13,799,73.02,872.02,1,19.0
BIL00423,CUS0452,2023-01-05,50,73.57,123.57,1,16.0
BIL00424,CUS0385,2023-04-06,199,58.79,257.79,1,3.0
BIL00425,CUS0341,2023-08-25,199,2.46,201.46,1,25.0
BIL00426,CUS0085,2023-12-26,799,3.92,802.92,1,10.0
BIL00427,CUS0168,2023-07-24,0,8.09,8.09,1,5.0
BIL00428,CUS0168,2023-06-26,0,79.0,79.0,1,1.0
BIL00429,CUS0017,2023-08-28,0,20.24,20.24,1,1.0
BIL00430,CUS0031,2023-05-29,199,1.29,200.29,1,9.0
BIL00431,CUS0311,2023-07-16,199,40.84,239.84,1,24.0
BIL00432,CUS0299,2023-12-27,799,62.17,861.17,1,16.0
BIL00433,CUS0354,2023-12-06,50,20.87,70.87,0,
BIL00434,CUS0401,2023-02-28,0,0.14,0.14,1,22.0
BIL00435,CUS0113,2023-03-06,199,22.1,221.1,1,22.0
BIL00436,CUS0253,2023-09-22,799,28.68,827.68,1,30.0
BIL00437,CUS0395,2023-04-20,499,17.96,516.96,0,
BIL00438,CUS0482,2023-03-30,499,48.92,547.92,0,
BIL00439,CUS0235,2023-09-24,199,25.39,224.39,1,17.0
BIL00440,CUS0339,2023-10-20,199,17.65,216.65,0,
BIL00441,CUS0191,2023-08-21,0,81.61,81.61,1,16.0
BIL00442,CUS0300,2023-05-15,0,141.18,141.18,1,30.0
BIL00443,CUS0469,2023-09-04,0,54.52,54.52,1,23.0
BIL00444,CUS0111,2023-12-20,499,19.7,518.7,1,9.0
BIL00445,CUS0119,2023-08-02,499,12.64,511.64,1,27.0
BIL00446,CUS0355,2023-05-17,799,32.06,831.06,0,
BIL00447,CUS0380,2023-02-28,199,6.58,205.58,1,5.0
BIL00448,CUS0442,2023-06-02,50,15.6,65.6,1,24.0
BIL00449,CUS0136,2023-10-01,50,16.42,66.42,1,22.0
BIL00450,CUS0416,2023-11-11,799,53.44,852.44,1,13.0
BIL00451,CUS0023,2023-07-18,799,63.06,862.06,1,9.0
BIL00452,CUS0054,2023-09-30,799,5.73,804.73,1,11.0
BIL00453,CUS0198,2023-02-05,799,19.35,818.35,1,2.0
BIL00454,CUS0215,2023-02-03,499,34.35,533.35,1,19.0
BIL00455,CUS0163,2023-07-03,0,4.93,4.93,1,6.0
BIL00456,CUS0258,2023-03-11,499,48.33,547.33,1,18.0
BIL00457,CUS0327,2023-04-10,499,48.37,547.37,1,26.0
BIL00458,CUS0271,2023-06-14,199,13.37,212.37,1,1.0
BIL00459,CUS0142,2023-06-28,499,20.32,519.32,1,5.0
BIL00460,CUS0007,2023-06-08,50,60.46,110.46,1,22.0
BIL00461,CUS0480,2023-06-17,499,81.74,580.74,1,23.0
BIL00462,CUS0445,2023-11-24,199,62.37,261.37,1,18.0
BIL00463,CUS0087,2023-06-14,499,21.59,520.59,1,26.0
BIL00464,CUS0481,2023-07-22,799,39.39,838.39,1,15.0
BIL00465,CUS0188,2023-12-17,499,11.64,510.64,0,
BIL00466,CUS0392,2023-08-14,199,27.99,226.99,1,28.0
BIL00467,CUS0133,2023-10-12,0,36.69,36.69,0,
BIL00468,CUS0123,2023-06-30,0,7.34,7.34,1,22.0
BIL00469,CUS0223,2023-10-21,799,119.65,918.65,1,27.0
BIL00470,CUS0189,2023-11-08,0,49.64,49.64,1,16.0
BIL00471,CUS0353,2023-05-15,199,4.9,203.9,0,
BIL00472,CUS0098,2023-12-07,799,76.28,875.28,1,27.0
BIL00473,CUS0425,2023-01-14,499,4.54,503.54,1,4.0
BIL00474,CUS0438,2023-03-13,50,49.95,99.95,1,9.0
BIL00475,CUS0443,2023-08-31,50,39.26,89.26,1,18.0
BIL00476,CUS0417,2023-06-11,0,16.82,16.82,1,16.0
BIL00477,CUS0117,2023-01-31,799,62.17,861.17,0,
BIL00478,CUS0378,2023-09-17,799,42.16,841.16,1,26.0
BIL00479,CUS0347,2023-03-19,199,66.68,265.68,1,20.0
BIL00480,CUS0414,2023-02-07,0,48.58,48.58,0,
BIL00481,CUS0153,2023-06-11,199,62.5,261.5,1,27.0
BIL00482,CUS0073,2023-09-10,799,65.93,864.93,1,29.0
BIL00483,CUS0234,2023-05-16,0,1.29,1.29,1,10.0
BIL00484,CUS0281,2023-04-13,199,40.53,239.53,1,21.0
BIL00485,CUS0284,2023-02-02,499,37.68,536.68,1,10.0
BIL00486,CUS0495,2023-06-22,0,28.82,28.82,1,17.0
BIL00487,CUS0081,2023-05-07,50,74.28,124.28,1,12.0
BIL00488,CUS0270,2023-07-18,199,29.53,228.53,1,4.0
BIL00489,CUS0024,2023-07-12,799,0.68,799.68,1,24.0
BIL00490,CUS0108,2023-07-12,0,5.96,5.96,1,12.0
BIL00491,CUS0404,2023-12-13,799,115.71,914.71,1,22.0
BIL00492,CUS0273,2023-11-27,0,40.27,40.27,1,27.0
BIL00493,CUS0160,2023-04-19,799,6.73,805.73,1,21.0
BIL00494,CUS0158,2023-07-15,199,1.18,200.18,1,18.0
BIL00495,CUS0430,2023-10-12,50,61.86,111.86,1,17.0
BIL00496,CUS0179,2023-02-21,0,61.93,61.93,1,12.0
BIL00497,CUS0296,2023-03-22,199,29.44,228.44,1,7.0
BIL00498,CUS0410,2023-12-05,0,11.96,11.96,1,29.0
BIL00499,CUS0034,2023-09-22,799,15.42,814.42,1,17.0
BIL00500,CUS0397,2023-06-04,50,22.14,72.14,1,8.0
BIL00501,CUS0150,2023-04-19,0,25.24,25.24,1,13.0
BIL00502,CUS0386,2023-04-21,0,17.35,17.35,1,11.0
BIL00503,CUS0076,2023-12-05,50,56.8,106.8,1,28.0
BIL00504,CUS0471,2023-06-30,799,32.83,831.83,1,11.0
BIL00505,CUS0162,2023-11-14,499,32.98,531.98,1,21.0
BIL00506,CUS0186,2023-06-30,499,54.47,553.47,1,14.0
BIL00507,CUS0411,2023-09-10,799,1.86,800.86,1,7.0
BIL00508,CUS0080,2023-09-02,199,89.62,288.62,1,13.0
BIL00509,CUS0094,2023-04-19,499,5.93,504.93,0,
BIL00510,CUS0333,2023-07-11,0,15.0,15.0,1,15.0
BIL00511,CUS0251,2023-10-08,50,40.62,90.62,1,13.0
BIL00512,CUS0111,2023-01-19,499,40.31,539.31,1,2.0
BIL00513,CUS0500,2023-11-24,50,15.45,65.45,1,30.0
BIL00514,CUS0495,2023-07-02,0,50.63,50.63,1,2.0
BIL00515,CUS0401,2023-09-22,0,10.9,10.9,0,
BIL00516,CUS0475,2023-08-28,199,2.69,201.69,1,24.0
BIL00517,CUS0113,2023-03-01,199,15.21,214.21,0,
BIL00518,CUS0254,2023-12-15,799,62.92,861.92,0,
BIL00519,CUS0095,2023-11-27,799,49.93,848.93,1,9.0
BIL00520,CUS0172,2023-07-19,499,21.71,520.71,1,19.0
BIL00521,CUS0161,2023-04-22,799,88.6,887.6,1,28.0
BIL00522,CUS0394,2023-05-17,799,27.13,826.13,1,13.0
BIL00523,CUS0364,2023-09-15,0,34.86,34.86,1,22.0
BIL00524,CUS0053,2023-05-13,799,18.95,817.95,1,9.0
BIL00525,CUS0475,2023-02-02,199,41.65,240.65,1,23.0
BIL00526,CUS0261,2023-09-09,199,24.43,223.43,1,9.0
BIL00527,CUS0300,2023-03-29,0,23.51,23.51,1,2.0
BIL00528,CUS0227,2023-05-25,799,25.59,824.59,1,7.0
BIL00529,CUS0451,2023-06-22,0,7.4,7.4,1,16.0
BIL00530,CUS0384,2023-06-14,0,74.2,74.2,1,30.0
BIL00531,CUS0176,2023-02-19,799,53.77,852.77,1,28.0
BIL00532,CUS0067,2023-04-30,0,4.75,4.75,1,22.0
BIL00533,CUS0187,2023-11-25,499,10.2,509.2,1,8.0
BIL00534,CUS0031,2023-01-20,199,49.24,248.24,1,24.0
BIL00535,CUS0483,2023-12-12,799,30.0,829.0,1,24.0
BIL00536,CUS0130,2023-09-08,499,56.67,555.67,0,
BIL00537,CUS0451,2023-08-08,0,50.37,50.37,1,18.0
BIL00538,CUS0334,2023-05-05,499,45.65,544.65,1,27.0
BIL00539,CUS0345,2023-03-24,50,0.41,50.41,0,
BIL00540,CUS0340,2023-06-22,0,40.54,40.54,0,
BIL00541,CUS0236,2023-12-06,50,1.52,51.52,1,18.0
BIL00542,CUS0064,2023-06-05,199,35.75,234.75,1,26.0
BIL00543,CUS0053,2023-11-25,799,34.35,833.35,1,30.0
BIL00544,CUS0208,2023-05-11,799,61.96,860.96,1,20.0
BIL00545,CUS0145,2023-04-26,799,15.45,814.45,1,13.0
BIL00546,CUS0065,2023-06-08,50,43.92,93.92,1,20.0
BIL00547,CUS0093,2023-01-11,0,6.53,6.53,1,28.0
BIL00548,CUS0397,2023-08-24,50,64.86,114.86,1,2.0
BIL00549,CUS0251,2023-10-09,50,31.17,81.17,1,6.0
BIL00550,CUS0019,2023-04-12,0,32.64,32.64,1,17.0
BIL00551,CUS0078,2023-07-18,199,3.28,202.28,1,29.0
BIL00552,CUS0313,2023-10-07,499,55.47,554.47,1,15.0
BIL00553,CUS0256,2023-07-25,50,20.16,70.16,1,2.0
BIL00554,CUS0284,2023-06-05,499,5.23,504.23,1,7.0
BIL00555,CUS0398,2023-12-31,199,32.84,231.84,1,28.0
BIL00556,CUS0451,2023-03-02,0,51.89,51.89,1,7.0
BIL00557,CUS0091,2023-09-06,50,2.88,52.88,1,6.0
BIL00558,CUS0255,2023-10-16,199,50.39,249.39,1,4.0
BIL00559,CUS0376,2023-01-30,199,82.98,281.98,1,10.0
BIL00560,CUS0415,2023-04-04,50,46.2,96.2,1,6.0
BIL00561,CUS0172,2023-10-06,499,26.2,525.2,1,3.0
BIL00562,CUS0049,2023-12-19,50,29.33,79.33,0,
BIL00563,CUS0255,2023-10-01,199,40.61,239.61,1,12.0
BIL00564,CUS0160,2023-11-26,799,16.37,815.37,1,24.0
BIL00565,CUS0417,2023-04-01,0,61.2,61.2,1,30.0
BIL00566,CUS0473,2023-07-29,50,39.15,89.15,1,9.0
BIL00567,CUS0005,2023-02-09,799,39.38,838.38,1,25.0
BIL00568,CUS0424,2023-06-27,0,24.7,24.7,1,15.0
BIL00569,CUS0272,2023-11-07,199,83.79,282.79,1,2.0
BIL00570,CUS0268,2023-07-25,199,103.04,302.04,1,5.0
BIL00571,CUS0277,2023-02-09,0,29.26,29.26,1,18.0
BIL00572,CUS0313,2023-07-13,499,24.76,523.76,1,26.0
BIL00573,CUS0479,2023-01-22,0,44.8,44.8,1,6.0
BIL00574,CUS0381,2023-06-13,799,26.97,825.97,1,29.0
BIL00575,CUS0465,2023-12-17,0,4.99,4.99,1,18.0
BIL00576,CUS0330,2023-02-14,0,76.24,76.24,1,26.0
BIL00577,CUS0500,2023-07-12,50,25.06,75.06,1,10.0
BIL00578,CUS0260,2023-01-06,50,21.49,71.49,1,30.0
BIL00579,CUS0121,2023-01-03,50,24.07,74.07,1,28.0
BIL00580,CUS0139,2023-12-12,0,40.34,40.34,1,1.0
BIL00581,CUS0125,2023-01-02,499,74.58,573.58,1,24.0
BIL00582,CUS0098,2023-11-24,799,15.46,814.46,1,29.0
BIL00583,CUS0499,2023-08-01,499,52.68,551.68,0,
BIL00584,CUS0238,2023-04-27,0,164.04,164.04,1,14.0
BIL00585,CUS0231,2023-08-30,0,104.17,104.17,1,24.0
BIL00586,CUS0028,2023-06-27,799,24.95,823.95,1,3.0
BIL00587,CUS0412,2023-01-07,50,45.01,95.01,1,10.0
BIL00588,CUS0197,2023-05-09,199,26.55,225.55,1,7.0
BIL00589,CUS0416,2023-08-08,799,50.69,849.69,1,22.0
BIL00590,CUS0228,2023-12-13,50,66.86,116.86,1,30.0
BIL00591,CUS0278,2023-06-15,199,63.94,262.94,0,
BIL00592,CUS0340,2023-08-31,0,31.55,31.55,1,28.0
BIL00593,CUS0215,2023-10-27,499,105.59,604.59,0,
BIL00594,CUS0238,2023-12-18,0,28.46,28.46,0,
BIL00595,CUS0462,2023-09-22,199,82.57,281.57,1,9.0
BIL00596,CUS0028,2023-05-13,799,3.98,802.98,1,25.0
BIL00597,CUS0124,2023-10-13,50,15.49,65.49,1,28.0
BIL00598,CUS0048,2023-01-25,799,72.48,871.48,1,5.0
BIL00599,CUS0170,2023-02-20,0,16.22,16.22,1,7.0
BIL00600,CUS0466,2023-03-26,799,65.3,864.3,1,15.0
BIL00601,CUS0041,2023-10-21,199,13.33,212.33,1,16.0
BIL00602,CUS0044,2023-10-24,799,19.68,818.68,1,1.0
BIL00603,CUS0056,2023-02-28,799,75.43,874.43,0,
BIL00604,CUS0212,2023-06-18,799,26.49,825.49,1,26.0
BIL00605,CUS0287,2023-12-15,799,32.29,831.29,1,17.0
BIL00606,CUS0344,2023-09-02,50,87.13,137.13,1,25.0
BIL00607,CUS0202,2023-10-29,50,6.98,56.98,0,
BIL00608,CUS0392,2023-02-24,199,24.73,223.73,1,15.0
BIL00609,CUS0013,2023-10-11,0,32.17,32.17,0,
BIL00610,CUS0279,2023-11-20,0,128.04,128.04,1,6.0
BIL00611,CUS0049,2023-03-21,50,34.37,84.37,1,29.0
BIL00612,CUS0457,2023-10-08,50,6.88,56.88,1,14.0
BIL00613,CUS0106,2023-10-19,0,22.35,22.35,1,15.0
BIL00614,CUS0252,2023-03-04,499,5.15,504.15,0,
BIL00615,CUS0319,2023-10-27,0,72.7,72.7,1,2.0
BIL00616,CUS0461,2023-02-21,50,47.8,97.8,1,6.0
BIL00617,CUS0115,2023-03-29,50,44.75,94.75,1,7.0
BIL00618,CUS0202,2023-05-05,50,64.1,114.1,1,19.0
BIL00619,CUS0163,2023-05-02,0,71.33,71.33,1,30.0
BIL00620,CUS0381,2023-12-08,799,47.39,846.39,1,22.0
BIL00621,CUS0121,2023-04-04,50,8.95,58.95,1,13.0
BIL00622,CUS0088,2023-02-15,0,71.7,71.7,1,8.0
BIL00623,CUS0047,2023-03-22,799,37.89,836.89,0,
BIL00624,CUS0399,2023-11-23,799,70.71,869.71,1,12.0
BIL00625,CUS0317,2023-12-30,499,49.7,548.7,1,13.0
BIL00626,CUS0469,2023-04-29,0,31.03,31.03,1,30.0
BIL00627,CUS0113,2023-05-30,199,19.36,218.36,1,30.0
BIL00628,CUS0380,2023-01-18,199,98.47,297.47,1,22.0
BIL00629,CUS0235,2023-09-16,199,31.13,230.13,1,20.0
BIL00630,CUS0356,2023-04-25,499,18.21,517.21,1,17.0
BIL00631,CUS0382,2023-08-24,799,52.43,851.43,1,29.0
BIL00632,CUS0457,2023-09-22,50,2.23,52.23,1,7.0
BIL00633,CUS0349,2023-01-06,799,83.28,882.28,1,13.0
BIL00634,CUS0039,2023-08-18,799,47.86,846.86,1,4.0
BIL00635,CUS0341,2023-09-04,199,51.03,250.03,1,13.0
BIL00636,CUS0475,2023-07-01,199,14.65,213.65,1,12.0
BIL00637,CUS0044,2023-05-16,799,75.17,874.17,0,
BIL00638,CUS0420,2023-02-14,0,33.7,33.7,1,19.0
BIL00639,CUS0122,2023-06-26,50,87.34,137.34,1,7.0
BIL00640,CUS0161,2023-04-23,799,80.8,879.8,1,5.0
BIL00641,CUS0124,2023-11-29,50,33.14,83.14,1,14.0
BIL00642,CUS0477,2023-10-13,799,81.2,880.2,1,17.0
BIL00643,CUS0062,2023-02-28,0,50.03,50.03,1,29.0
BIL00644,CUS0268,2023-09-13,199,22.34,221.34,0,
BIL00645,CUS0039,2023-03-28,799,34.12,833.12,1,14.0
BIL00646,CUS0320,2023-10-08,50,35.77,85.77,1,11.0
BIL00647,CUS0487,2023-08-02,799,59.12,858.12,1,8.0
BIL00648,CUS0296,2023-01-27,199,105.74,304.74,1,18.0
BIL00649,CUS0138,2023-09-25,50,1.91,51.91,1,6.0
BIL00650,CUS0206,2023-08-24,50,49.48,99.48,1,5.0
BIL00651,CUS0474,2023-05-24,50,91.5,141.5,1,10.0
BIL00652,CUS0144,2023-08-24,199,32.28,231.28,1,21.0
BIL00653,CUS0154,2023-04-19,499,3.21,502.21,1,25.0
BIL00654,CUS0025,2023-04-22,499,14.93,513.93,1,9.0
BIL00655,CUS0003,2023-07-21,499,8.57,507.57,1,4.0
BIL00656,CUS0150,2023-02-13,0,32.04,32.04,1,1.0
BIL00657,CUS0450,2023-07-28,499,18.5,517.5,1,12.0
BIL00658,CUS0420,2023-05-27,0,54.85,54.85,1,25.0
BIL00659,CUS0387,2023-02-26,0,103.99,103.99,1,24.0
BIL00660,CUS0407,2023-11-05,50,108.87,158.87,1,14.0
BIL00661,CUS0394,2023-03-09,799,59.09,858.09,1,30.0
BIL00662,CUS0179,2023-03-15,0,49.73,49.73,1,21.0
BIL00663,CUS0453,2023-12-21,199,62.85,261.85,0,
BIL00664,CUS0271,2023-11-10,199,4.41,203.41,1,7.0
BIL00665,CUS0023,2023-07-27,799,0.6,799.6,1,14.0
BIL00666,CUS0275,2023-06-15,50,41.05,91.05,1,12.0
BIL00667,CUS0495,2023-05-09,0,8.03,8.03,1,17.0
BIL00668,CUS0411,2023-01-11,799,13.01,812.01,0,
BIL00669,CUS0198,2023-12-29,799,24.42,823.42,1,24.0
BIL00670,CUS0098,2023-03-26,799,1.7,800.7,1,25.0
BIL00671,CUS0231,2023-09-06,0,22.54,22.54,1,7.0
BIL00672,CUS0055,2023-08-07,799,3.49,802.49,1,20.0
BIL00673,CUS0220,2023-03-28,499,100.03,599.03,1,18.0
BIL00674,CUS0189,2023-12-03,0,13.8,13.8,1,14.0
BIL00675,CUS0414,2023-07-08,0,90.78,90.78,1,17.0
BIL00676,CUS0373,2023-09-30,199,12.26,211.26,0,
BIL00677,CUS0120,2023-07-26,199,22.69,221.69,0,
BIL00678,CUS0253,2023-11-27,799,1.6,800.6,1,26.0
BIL00679,CUS0016,2023-05-15,799,12.87,811.87,1,8.0
BIL00680,CUS0009,2023-04-18,799,96.32,895.32,1,21.0
BIL00681,CUS0445,2023-11-27,199,71.13,270.13,1,28.0
BIL00682,CUS0349,2023-06-24,799,60.75,859.75,1,11.0
BIL00683,CUS0238,2023-06-10,0,5.91,5.91,1,20.0
BIL00684,CUS0056,2023-05-17,799,47.38,846.38,1,6.0
BIL00685,CUS0075,2023-10-24,50,7.13,57.13,1,24.0
BIL00686,CUS0417,2023-05-17,0,44.04,44.04,1,6.0
BIL00687,CUS0144,2023-10-27,199,89.31,288.31,0,
BIL00688,CUS0116,2023-05-21,499,29.4,528.4,0,
BIL00689,CUS0103,2023-04-20,499,80.55,579.55,1,17.0
BIL00690,CUS0147,2023-10-07,0,1.18,1.18,0,
BIL00691,CUS0465,2023-10-30,0,13.66,13.66,1,6.0
BIL00692,CUS0227,2023-03-01,799,71.88,870.88,1,26.0
BIL00693,CUS0352,2023-11-24,50,5.86,55.86,1,14.0
BIL00694,CUS0181,2023-03-11,799,30.49,829.49,1,8.0
BIL00695,CUS0337,2023-11-11,499,30.35,529.35,1,4.0
BIL00696,CUS0391,2023-06-27,799,40.11,839.11,1,26.0
BIL00697,CUS0326,2023-02-05,799,18.77,817.77,1,13.0
BIL00698,CUS0229,2023-08-04,199,16.2,215.2,0,
BIL00699,CUS0148,2023-09-18,199,29.42,228.42,0,
BIL00700,CUS0362,2023-04-20,0,53.63,53.63,1,18.0
BIL00701,CUS0444,2023-02-02,499,3.53,502.53,1,22.0
BIL00702,CUS0341,2023-12-06,199,29.94,228.94,1,22.0
BIL00703,CUS0040,2023-12-13,0,42.43,42.43,1,27.0
BIL00704,CUS0310,2023-07-19,499,41.41,540.41,1,1.0
BIL00705,CUS0254,2023-03-07,799,68.28,867.28,0,
BIL00706,CUS0364,2023-10-07,0,82.7,82.7,1,24.0
BIL00707,CUS0162,2023-07-25,499,3.18,502.18,1,28.0
BIL00708,CUS0475,2023-08-25,199,62.56,261.56,1,9.0
BIL00709,CUS0278,2023-10-16,199,24.18,223.18,1,28.0
BIL00710,CUS0096,2023-01-07,199,17.68,216.68,1,17.0
BIL00711,CUS0345,2023-08-23,50,6.48,56.48,1,12.0
BIL00712,CUS0469,2023-07-24,0,27.39,27.39,0,
BIL00713,CUS0091,2023-06-28,50,27.05,77.05,1,24.0
BIL00714,CUS0240,2023-03-11,499,17.17,516.17,1,27.0
BIL00715,CUS0456,2023-04-29,799,84.5,883.5,1,22.0
BIL00716,CUS0039,2023-05-16,799,2.51,801.51,1,23.0
BIL00717,CUS0310,2023-05-05,499,39.38,538.38,1,14.0
BIL00718,CUS0413,2023-11-24,0,18.95,18.95,1,30.0
BIL00719,CUS0430,2023-08-08,50,135.34,185.34,1,18.0
BIL00720,CUS0374,2023-12-06,499,48.37,547.37,1,22.0
BIL00721,CUS0187,2023-01-06,499,31.6,530.6,1,16.0
BIL00722,CUS0252,2023-09-13,499,83.38,582.38,1,4.0
BIL00723,CUS0012,2023-08-09,499,12.27,511.27,1,9.0
BIL00724,CUS0321,2023-08-24,499,32.76,531.76,1,11.0
BIL00725,CUS0086,2023-09-05,799,36.23,835.23,1,5.0
BIL00726,CUS0021,2023-06-13,50,12.47,62.47,1,10.0
BIL00727,CUS0142,2023-07-02,499,30.73,529.73,1,7.0
BIL00728,CUS0188,2023-05-24,499,57.74,556.74,1,8.0
BIL00729,CUS0194,2023-07-08,799,34.01,833.01,0,
BIL00730,CUS0151,2023-06-13,499,83.43,582.43,1,21.0
BIL00731,CUS0406,2023-06-06,799,39.42,838.42,1,29.0
BIL00732,CUS0366,2023-02-22,499,18.95,517.95,1,26.0
BIL00733,CUS0482,2023-04-27,499,71.05,570.05,1,22.0
BIL00734,CUS0096,2023-04-30,199,62.44,261.44,1,30.0
BIL00735,CUS0459,2023-11-22,0,96.05,96.05,0,
BIL00736,CUS0040,2023-06-23,0,5.89,5.89,1,1.0
BIL00737,CUS0278,2023-08-16,199,14.23,213.23,1,17.0
BIL00738,CUS0023,2023-05-10,799,9.61,808.61,1,25.0
BIL00739,CUS0312,2023-02-27,199,91.07,290.07,1,3.0
BIL00740,CUS0047,2023-12-06,799,64.6,863.6,1,6.0
BIL00741,CUS0177,2023-05-21,799,113.28,912.28,0,
BIL00742,CUS0093,2023-09-24,0,53.93,53.93,1,7.0
BIL00743,CUS0168,2023-10-16,0,2.78,2.78,1,25.0
BIL00744,CUS0180,2023-07-04,799,35.26,834.26,1,21.0
BIL00745,CUS0095,2023-04-25,799,29.26,828.26,1,16.0
BIL00746,CUS0165,2023-12-21,0,37.23,37.23,1,23.0
BIL00747,CUS0114,2023-07-19,799,5.91,804.91,1,23.0
BIL00748,CUS0130,2023-06-13,499,17.93,516.93,1,17.0
BIL00749,CUS0230,2023-08-06,199,44.04,243.04,1,29.0
BIL00750,CUS0288,2023-07-24,799,9.55,808.55,1,2.0
BIL00751,CUS0066,2023-06-05,199,102.48,301.48,1,6.0
BIL00752,CUS0178,2023-02-06,50,21.87,71.87,1,2.0
BIL00753,CUS0331,2023-11-06,799,36.23,835.23,1,9.0
BIL00754,CUS0066,2023-11-12,199,21.05,220.05,1,2.0
BIL00755,CUS0075,2023-04-12,50,123.95,173.95,1,5.0
BIL00756,CUS0446,2023-02-02,0,6.12,6.12,1,4.0
BIL00757,CUS0083,2023-11-18,50,23.79,73.79,1,23.0
BIL00758,CUS0484,2023-05-18,199,17.5,216.5,1,9.0
BIL00759,CUS0243,2023-09-14,499,8.01,507.01,1,28.0
BIL00760,CUS0407,2023-05-14,50,74.62,124.62,1,28.0
BIL00761,CUS0194,2023-10-29,799,50.6,849.6,1,7.0
BIL00762,CUS0496,2023-09-04,199,27.1,226.1,1,25.0
BIL00763,CUS0316,2023-08-15,799,4.1,803.1,1,9.0
BIL00764,CUS0428,2023-06-02,499,113.5,612.5,1,14.0
BIL00765,CUS0472,2023-06-20,499,55.94,554.94,1,10.0
BIL00766,CUS0312,2023-03-01,199,21.39,220.39,1,19.0
BIL00767,CUS0210,2023-06-07,50,48.77,98.77,1,6.0
BIL00768,CUS0295,2023-06-20,0,41.3,41.3,1,22.0
BIL00769,CUS0381,2023-03-27,799,89.89,888.89,1,5.0
BIL00770,CUS0023,2023-10-06,799,26.62,825.62,1,16.0
BIL00771,CUS0105,2023-05-02,199,50.08,249.08,1,13.0
BIL00772,CUS0086,2023-12-17,799,9.77,808.77,1,3.0
BIL00773,CUS0265,2023-04-14,799,89.15,888.15,1,7.0
BIL00774,CUS0297,2023-04-30,799,7.34,806.34,1,6.0
BIL00775,CUS0129,2023-11-30,799,38.94,837.94,0,
BIL00776,CUS0357,2023-06-28,199,24.3,223.3,1,2.0
BIL00777,CUS0413,2023-10-11,0,64.38,64.38,0,
BIL00778,CUS0150,2023-12-30,0,52.6,52.6,1,20.0
BIL00779,CUS0420,2023-10-12,0,16.64,16.64,0,
BIL00780,CUS0201,2023-01-06,799,56.96,855.96,1,18.0
BIL00781,CUS0463,2023-12-26,499,3.29,502.29,1,23.0
BIL00782,CUS0075,2023-09-29,50,9.36,59.36,1,26.0
BIL00783,CUS0040,2023-04-18,0,56.89,56.89,1,6.0
BIL00784,CUS0043,2023-12-14,50,29.61,79.61,1,7.0
BIL00785,CUS0496,2023-05-27,199,104.18,303.18,1,3.0
BIL00786,CUS0310,2023-12-25,499,30.29,529.29,1,9.0
BIL00787,CUS0324,2023-05-10,499,34.72,533.72,1,16.0
BIL00788,CUS0158,2023-07-06,199,20.25,219.25,1,26.0
BIL00789,CUS0018,2023-05-23,50,32.29,82.29,0,
BIL00790,CUS0496,2023-01-29,199,14.06,213.06,1,12.0
BIL00791,CUS0241,2023-06-08,799,24.76,823.76,1,12.0
BIL00792,CUS0446,2023-07-24,0,35.38,35.38,1,12.0
BIL00793,CUS0153,2023-11-02,199,5.41,204.41,1,8.0
BIL00794,CUS0131,2023-04-19,199,11.25,210.25,1,22.0
BIL00795,CUS0143,2023-07-18,499,10.64,509.64,1,22.0
BIL00796,CUS0101,2023-04-10,0,31.28,31.28,1,18.0
BIL00797,CUS0224,2023-05-25,0,42.34,42.34,1,8.0
BIL00798,CUS0383,2023-11-25,199,74.08,273.08,1,24.0
BIL00799,CUS0323,2023-02-25,50,17.68,67.68,1,5.0
BIL00800,CUS0414,2023-04-23,0,22.24,22.24,1,25.0
BIL00801,CUS0299,2023-01-23,799,26.26,825.26,1,27.0
BIL00802,CUS0020,2023-09-27,799,15.81,814.81,1,12.0
BIL00803,CUS0131,2023-12-19,199,44.75,243.75,1,15.0
